  PID  PPID COMMAND
  692     1 /Applications/Google Drive.app/Contents/MacOS/crashpad_handler --database=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Crashpad --url=https://clients2.google.com/cr/report --annotation=add_shortcut_menu=on --annotation=aggregation_interval_ms=0 --annotation=allow_fileprovider_for_migrated_users=off --annotation=allow_search=off --annotation=ask_to_copy_files_for_pending_uploads=on --annotation=autostart_preference=on --annotation=bandwidth_throttling=on --annotation=browser_auth_wait_for_client_timeout_ms=300000 --annotation=cancel_com_calls=on --annotation=cancel_upload_option=on --annotation=context_menu_create_editor_files=on --annotation=context_menu_force_refresh_folder=on --annotation=crash_oom_threshold_mb=1048576 --annotation=crash_throttle_percentage=0 --annotation=create_gsuite_file=on --annotation=curl_proxy_authentication=on --annotation=current_drive_fs_version=53.0.11.0 --annotation=current_os_version=macOS/Version 12.0.1 (Build 21A559) --annotation=dedupe_interval_ms=2000 --annotation=deprecation_date=2099-12-31 --annotation=deprecation_warning_threshold=90 --annotation=disable_jsoncpp=off --annotation=disable_unified_buffer_cache=off --annotation=dokan_set_internal_file_index=on --annotation=drive_dot=on --annotation=enable_apl_upload=on --annotation=enable_file_provider_migration=on --annotation=enable_fst=off --annotation=enable_goose_mode=off --annotation=enable_mirror_merge_folder_warning=on --annotation=enable_mirrored_my_drive=on --annotation=enable_multi_account=on --annotation=enable_nas_to_photos=on --annotation=enable_photos=on --annotation=enable_skip_redirect_for_editor_files=on --annotation=enforce_single_parent=on --annotation=file_provider_add_items_to_ws_on_listing=on --annotation=file_provider_auto_enable_domains=on --annotation=file_provider_quick_access_polling_interval_sec=43200 --annotation=file_provider_quit_grace_period_ms=0 --annotation=file_provider_remove_domain_flush_timeout_ms=300000 --annotation=file_revisions_file_provider=on --annotation=file_revisions_virtual_folder=on --annotation=fileprovider_signal_debounce_ms=250 --annotation=finish_syncing_files_option=on --annotation=force_file_provider_materialization=on --annotation=force_refresh_folder_normal_menu=off --annotation=gui_autostart_option=on --annotation=gui_reset_preferences_menu_option=on --annotation=hidden_attr_support=on --annotation=high_quality_policy_change_date=2021-06-01 --annotation=ignore_spork_migration_sentinel_file=off --annotation=include_user_email_in_feedback=on --annotation=inform_users_of_pending_uploads=on --annotation=instrument_http_client=off --annotation=local_file_reading_buffer_size=8388608 --annotation=logging_on_cello_thread_startup=off --annotation=mac_disk_arbitration_unmount=on --annotation=mac_smb_dialect_mode=10 --annotation=mac_smb_nobrowse=on --annotation=mac_smb_port=-1 --annotation=max_connection_idle_time_msec=600000 --annotation=max_core_restarts_after_db_corruption=10 --annotation=max_file_provider_ipc_connections=100 --annotation=meet_live_stream_info_uri= --annotation=meet_outlook_addin=off --annotation=meet_uri=https://meetings.clients6.google.com/v1/spaces --annotation=migration_bns_snapshot_item_bytes=0 --annotation=migration_max_bns_snapshot_ram_percentage=-1 --annotation=migration_max_bns_snapshot_size=-1 --annotation=migration_scan_is_stale_delay_min=60 --annotation=min_supported_os_version=10.13.0 --annotation=mirror_sync=on --annotation=mojave_overlays_fix=off --annotation=mpm_content_cache_seed_batch_interval_secs=120 --annotation=mpm_content_cache_seed_batch_size=50 --annotation=multi_account_max_accounts=4 --annotation=osxfuse_lock_abort_test=on --annotation=osxfuse_process_blacklist=esets_daemon;scep_daemon --annotation=osxfuse_sched_flags_offset_override=1072 --annotation=osxfuse_sched_flags_offset_override_arm=480 --annotation=outlook_addin=off --annotation=pause_syncing_option=on --annotation=prod=DriveFS --annotation=purge_non_system_apl_photos_roots=on --annotation=read_only_mode=off --annotation=reconnected_nas_polling_interval_seconds=60 --annotation=repair_kext_management_directory=off --annotation=rt_1=0 --annotation=rt_2=0 --annotation=same_content_dedupe_interval_ms=600000 --annotation=share_dialog=on --annotation=shell_ipc=on --annotation=show_download_link=on --annotation=show_live_stream_frame_in_outlook_onboarding=off --annotation=show_offline_files_menu_option=off --annotation=show_quick_access_in_search_dialog=off --annotation=show_win7_patch_required_notification=off --annotation=slurp_devices_to_drive=on --annotation=slurp_devices_to_photos=on --annotation=slurp_poll_path_frequency_min=240 --annotation=smb_allowed=on --annotation=soon_to_be_min_supported_os_version=0.0.0 --annotation=soon_to_be_unsupported_os_learn_more=https://support.google.com/drive/answer/2375082 --annotation=special_folder_change_notification=off --annotation=spork_migration=on --annotation=spork_migration_deferral_period_secs=30 --annotation=spork_onboarding=on --annotation=spotlight_timestamp_fsctl_support=on --annotation=status_window_click_show_file_in_file_manager=on --annotation=structured_log_max_file_count=5 --annotation=structured_log_max_file_size_kbytes=2048 --annotation=structured_logging=on --annotation=support_status_notification=on --annotation=switchblade=on --annotation=switchblade_dss=off --annotation=switchblade_open_files_via_shortcut=on --annotation=thread_stuck_threshold_sec=0 --annotation=trim_parents_during_cloud_merge=on --annotation=trim_parents_during_commit=on --annotation=uninstall_bns_after_migration=on --annotation=unlocked_mac_buf_unmap=on --annotation=unlocked_mac_getxattr_v2=off --annotation=use_cef_http_client=off --annotation=use_mac_fileprovider=off --annotation=use_sandbox=off --annotation=use_single_render_process=off --annotation=use_spork_notifications=on --annotation=ver=54.0.2.0 --annotation=win7_patch_update_url=https://support.microsoft.com/en-us/topic/sha-2-code-signing-support-update-for-windows-server-2008-r2-windows-7-and-windows-server-2008-september-23-2019-84a8aad5-d8d9-2d5c-6d78-34f9aa5f8339 --handshake-fd=4
  695   677 /Applications/Google Drive.app/Contents/MacOS/Google Drive --single_process --parent_version=54.0.2.0 --crash_handler_token=inherited
  699   695 /Applications/Google Drive.app/Contents/Frameworks/Google Drive Helper (GPU).app/Contents/MacOS/Google Drive Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,9247957683391883955,4324292425516028343,131072 --no-sandbox --log-severity=info --lang=en-US --user-data-dir=/Users/dohyungjoo/Library/Application Support/CEF/User Data --gpu-preferences=UAAAAAAAAAAgACAAAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJgEAAAAAAAAmAQAAAAAAACIAQAAMAAAAIABAAAAAAAAiAEAAAAAAACQAQAAAAAAAJgBAAAAAAAAoAEAAAAAAACoAQAAAAAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAAAAAAABAAAAAAAAAAAQAAAAYAAAAQAAAAAAAAAAEAAAAHAAAAEAAAAAAAAAABAAAACAAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAAEAAAAAAAAAABAAAADQAAABAAAAAAAAAAAQAAAA4AAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACgAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAKAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAA0AAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAIAAAAAAAAABAAAAAAAAAACAAAAAYAAAAQAAAAAAAAAAgAAAAHAAAAEAAAAAAAAAAIAAAACAAAABAAAAAAAAAACAAAAAoAAAAQAAAAAAAAAAgAAAALAAAAEAAAAAAAAAAIAAAADQAAABAAAAAAAAAACAAAAA4AAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACgAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAANAAAAEAAAAAAAAAAKAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --log-file=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Logs/chrome_debug.log --shared-files
  700   695 /Applications/Google Drive.app/Contents/Frameworks/Google Drive Helper.app/Contents/MacOS/Google Drive Helper --type=utility --utility-sub-type=storage.mojom.StorageService --field-trial-handle=1718379636,9247957683391883955,4324292425516028343,131072 --lang=en-US --service-sandbox-type=utility --no-sandbox --use-mock-keychain --log-severity=info --lang=en-US --user-data-dir=/Users/dohyungjoo/Library/Application Support/CEF/User Data --log-file=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Logs/chrome_debug.log --shared-files
  701   695 /Applications/Google Drive.app/Contents/Frameworks/Google Drive Helper.app/Contents/MacOS/Google Drive Helper --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1718379636,9247957683391883955,4324292425516028343,131072 --lang=en-US --service-sandbox-type=network --no-sandbox --use-mock-keychain --log-severity=info --lang=en-US --user-data-dir=/Users/dohyungjoo/Library/Application Support/CEF/User Data --log-file=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Logs/chrome_debug.log --shared-files
  702   695 /Applications/Google Drive.app/Contents/Frameworks/Google Drive Helper (Renderer).app/Contents/MacOS/Google Drive Helper (Renderer) --type=renderer --log-severity=info --user-data-dir=/Users/dohyungjoo/Library/Application Support/CEF/User Data --no-sandbox --log-file=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Logs/chrome_debug.log --field-trial-handle=1718379636,9247957683391883955,4324292425516028343,131072 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --shared-files
  703   695 /Applications/Google Drive.app/Contents/Frameworks/Google Drive Helper (Renderer).app/Contents/MacOS/Google Drive Helper (Renderer) --type=renderer --log-severity=info --user-data-dir=/Users/dohyungjoo/Library/Application Support/CEF/User Data --no-sandbox --log-file=/Users/dohyungjoo/Library/Application Support/Google/DriveFS/Logs/chrome_debug.log --field-trial-handle=1718379636,9247957683391883955,4324292425516028343,131072 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --shared-files
  721     1 /usr/libexec/rtcreportingd
  724     1 /usr/sbin/distnoted agent
  731   663 /Library/Application Support/Logitech.localized/Logitech Options.localized/LogiMgrDaemon.app/Contents/Frameworks/LOGIAnalytics.framework/Resources/laclient
  732     1 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  740     1 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
  752     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  753     1 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  756     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  799     1 /usr/sbin/distnoted agent
  824     1 /usr/libexec/aned
  834     1 /System/Library/CoreServices/CrashReporterSupportHelper server-init
  846     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
  847     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimulatorTrampoline.xpc/Contents/MacOS/SimulatorTrampoline
  849     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimLaunchHost.arm64.xpc/Contents/MacOS/SimLaunchHost.arm64
  940     1 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
 1042   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=13 --shared-files --seatbelt-client=216
 1067     1 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
 1071   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30 --shared-files --seatbelt-client=237
 1085   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=29 --shared-files --seatbelt-client=237
 1087   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=28 --shared-files --seatbelt-client=248
 1100   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=24 --shared-files --seatbelt-client=248
 1128   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=31 --shared-files --seatbelt-client=288
 1129   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=27 --shared-files --seatbelt-client=289
 1136   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --shared-files --seatbelt-client=288
 1152   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20 --shared-files --seatbelt-client=290
 1166   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --extension-process --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=34 --shared-files --seatbelt-client=290
 1170   431 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/96.0.4664.110/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=e5f7d803-12fc-43a0-9d84-15bb64c65f7a --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,7428205362076787215,3730257332782325288,131072 --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=35 --shared-files --seatbelt-client=290
